Entry No   Transliteration                          Word Info            Definition

5843       pOzamAGaM                                January,@            {%s.%}

5844       pari-upa-ava-has                         Jape,@               {%v. t.%}

5845       GawaH-wI, kuMBaH, kalaSaH-SI-SaM;        Jar,@                {%s.%}

5846       pralapitaM, anarTakaM vacanaM, anarTaka- Jargon,@             {%s.%}

5847       BUpadI, Sa (SI) taBIruH, mallikA,        Jasmine,@            {%s.%}

5848       sUryakAMtaH                              Jasper,@             {%s.%}

5849       kAmalA-laH, pAMquH, pAMqurogaH           Jaundice,@           {%s.%}

5850       vihArArTaM pariBram                      Jaunt,@              {%v. i.%}

5851       SUlaH-laM, SalyaM, SaMkuH, prAsaH, Sakti Javelin,@            {%s.%}

5852       hanu                                     Jaw,@                {%s.%}

5853       cAzaH-saH, kikIdiviH, kikidivaH-         Jay,@                {%s.%}

5854       matsarin, samatsara, sAsUya, sABya-      Jealous,@            {%s.%}

5855       upa-ava-has                              Jeer,@               {%v. i.%}

5856       Suzka, rUkza, nIrasa, virasa, niHsAra,   Jejune,@             {%a.%}

5857       SyAna-sAMdra-dravyaM                     Jelly,@              {%s.%}

5858       saMSayaH, saMdehaH, SaMkA;               Jeopardy,@           {%s.%}

5859       (sahasA) cal                             Jerk,@               {%v. t.%}

5860                                                Jerkin,@             {%s. See%} {@Jacket.@}

5861                                                Jessamine,@          {%s. See%} {@Jasmine.@}

5862       pari (rI) hAsaH, narman                  Jest,@               {%s.%}

5863       jalotkzepaH                              Jet,@                {%s.%}

5864       maRi                                     Jewel,@              {%s.%}

5865       nimezaH, kzaRaH                          Jiffy,@              {%s.%}

5866       nftyaviSezaH                             Jig,@                {%s.%}

5867       pratArikA, capalA, vaMcikA, saMketalaMGinI Jilt,@               {%s.%}

5868       SiMj                                     Jingle,@             {%v. i.%}

5869       kAryaM, kftyaM, vyApAraH, kriyA          Job,@                {%s.%}

5870       aSvajYaH, hayajYaH, aSvavid              Jockey,@             {%s.%}

5871       hAsyakara (rI                            Jocose, Jocular,@    {%a.%}

5872       pra-, hfzwa, pra-, mudita, AnaMdavftti   Jocund,@             {%a.%}

5873       maMdaM maMdaM prasfp                     Jog,@                (on) {%v. t.%}

5874       yuj                                      Join,@               {%v. t.%}

5875                                                Joke, -er,@          {%See%} {@Jest, -er@}

5876       gaMqaH, kapolaH                          Jole,@               {%s.%}

5877       pra-, hfzwa, sAnaMda, ullasita, pramodin, Jolly,@              {%a.%}

5878       saMkzuB                                  Jolt,@               {%v. t.%}

5879       sTUlabudDiH, mUrKaH, mUQaH;              Jolthead,@           {%s.%}

5880       skaMDatAqanena nirAkf                    Jostle,@             {%v. t.%}

5881       kaRaH, lavaH, aRuH, leSa-lava-kaRa-biMdu- Jot,@                {%s.%}

5882       vArtA-vftta-samAcAra-patraM              Journal,@            {%s.%}

5883       prayARaM, prasTAnaM, pravAsaH, yAtrA,    Journey,@            {%s.%}

5884       ullAsin, sadAnaMdin                      Jovial,@             {%a.%}

5885       AnaMdaH, harzaH, utsavaH                 Joy,@                {%s.%}

5886       jayaGozaM kurvARa, jayaDvanikArin        Jubilant,@           {%a.%}

5887       jayaGozaM kf                             Jubilate,@           {%v. i.%}

5888       praharzaH, mahotsavAnaMdaH, mahotsavaH,  Jubilee,@            {%s.%}

5889       prAqvivAkaH, a(A)Dikara-                 Judge,@              {%s.%}

5890       kuMBaH, kalaSaH, kaMsaH, udakapAtraM;    Jug,@                {%s.%}

5891       saMyukta, saMSlizwa                      Jugate,@             {%a.%}

5892       muh                                      Juggle,@             {%v.%}

5893       kaMWasTa, kaMWya                         Jugular,@            {%a.%}

5894       rasaH, dravaH, sAraH, niryAsaH, AsavaH,  Juice,@              {%s.%}

5895       badarI, karkaMDu-DU                      Jujube,@             {%s.%}

5896       AzAQaSrAvaRaM                            July,@               {%s.%}

5897       saMkF                                    Jumble,@             {%v. t.%}

5898       plu                                      Jump,@               {%v. i.%}

5899       sa-, yogaH, saMgamaH, saMmilanaM,        Junction,@           {%s.%}

5900       velA, samayaH; kazwakAlaH-samayaH,       Juncture,@           {%s.%}

5901       jyezWAzAQakaM                            June,@               {%s.%}

5902       gulmAvftaM sTAnaM                        Jungle,@             {%s.%}

5903       kanIyas, avara, avaraja, yavIyas,        Junior,@             {%a.%}

5904       niBftotsavaH                             Junket,@             {%s.%}

5905       saBA; samAjaH, gUQasaMsargaH,            Junta, Junto,@       {%s.%}

5906       vya (vyA) vahArika (kI                   Juridical,@          {%a.%}

5907       smftiSAstrajYaH, DarmaSAstra-            Jurisconsult,@       {%s.%}

5908       aDikAraH, vyavahAradarSanA-              Jurisdiction,@       {%s.%}

5909       DarmaSAstraM, smftiSAstraM,              Jurisprudence,@      {%s.%}

5910       DarmaSAstrakovidaH, smftijYaH            Jurist,@             {%s.%}

5911       saByAH; pramARapuruzagaRaH               Jury,@               {%s.%}

5912       nyAyavartin, nyAyin,                     Just,@               {%a.%} (Of persons)

5913                                                Justle,@             {%v. See%} {@Jostle.@}

5914       pralaMb                                  Jut,@                {%v. i.%}

5915       SaRaM                                    Jute,@               {%s.%}

5916       taruRIBavat                              Juvanescent,@        {%a.%}

5917       taruRa, alpavayaska, yuvan, kO-          Juvenile,@           {%a.%}

5918       saMni-DA                                 Juxtapose,@          {%v. t.%}

5919       kE                                       K@}


<L>5919<pc>245<k1>kaw<k2>kaw
{@Kaw,@ {%v. i.%}

5920       nOtalaM                                  Keel,@               {%s.%}

5921       tIkzRa, Sita, niSita, SAta, niSAta,      Keen,@               {%a.%}

5922       rakz                                     Keep,@               {%v. t.%}

5923       smftidAnaM; snehABijYAnaM                Keep-sake,@          {%s.%}

5924       kAzWaBAMqaM                              Keg,@                {%s.%}

5925                                                Kelter,@             {%s. See%} {@Order.@}

5926       gocaraH-raM, vizayaH; nayanavizayaH-paTaH, Ken,@                {%s.%}

5927       SvaSAlA, SvagfhaM, kukkurAlayaH          Kennel,@             {%s.%}

5928       AvaraRaM, vezwanaM, ABaraRaM,            Kerchief,@           {%s.%}

5929       bIjaM, garBaH, azWi                      Kernel,@             {%s.%}

5930                                                Kestrel,@            {%s. See%} {@Castrel.@}

5931       kawAhaH, piWaraH-raM, sTAlI, uKA,        Kettle,@             {%s.%}

5932       aMkuwaH, kuMcikA, tAlI, udGAwakaH-       Key,@                {%s.%}

5933       pAdasPowaH, vipAdikA                     Kibe,@               {%s.%}

5934       pAdena-lattayA-prahf                     Kick,@               {%v. t.%}

5935       CAgaSAvaH-SAvakaH, ajaSiSuH, aja-        Kid,@                {%s.%}

5936       (bAlakaM-dAsaM) cur                      Kidnap,@             {%v. t.%}

5937       vfkkaH-kkA, gurdaH;                      Kidney,@             {%s.%}

5938       han                                      Kill,@               {%v. t.%}

5939       pAkapuwI, ApAkaH                         Kiln,@               {%s.%}

5940       vi-ava-Bugna, vakra, kuwila              Kimbo,@              {%a.%}

5941       sajAtIya,                                Kin,@                {%See%} {@Kindred;@} ‘of k.’

5942       dayAlu, sadaya, kfpAkula, kfpAlu, anu-   Kind,@               {%a.%}

5943       pra-ut-saM-dIp                           Kindle,@             {%v. t.%}

5944       sajAtIya, sagotra, sanABi, savarRa,      Kindred,@            {%a.%}

5945                                                Kine,@               {%s.%} pl. of {@Cow,@} q. v.

5946       gatiSAstraM                              Kinematics,@         {%s.%}

5947       rAjan                                    King,@               {%s.%}

5948                                                Kinsfolk,@           {%See%} {@Kindred@} {%(s.%}).

5949       baMDuH, bAMDavaH, jYAtiH, sakulyaH,      Kinsman,@            {%s.%}

5950                                                Kirk,@               {%s. See%} {@Church.@}

5951                                                Kismet,@             {%s. See%} {@Fate.@}

5952       cuMb                                     Kiss,@               {%v. t.%}

5953       upakaraRasamudAyaH, upaskaraH, upakaraRa- Kit,@                {%s.%}

5954       mahAnasaM, rasavatI, sUdaSAlA, pAka-     Kitchen,@            {%s.%}

5955       cillaH-llA, AtApi(yi)n                   Kite,@               {%s.%}

5956       mArjAraSAvaH-vatsaH-SiSuH                Kitten,@             {%s.%}

5957       saMSayasTa, saMdigDa                     Kittle,@             {%a.%}

5958       cOryaruci                                Kleptomania,@        {%s.%}

5959       daMS                                     Knab,@               {%v. t.%}

5960       kOSalaM, cAturyaM, vEdagDyaM, pAwavaM;   Knack,@              {%s.%}

5961       graMTiH, parvan                          Knag,@               {%s.%}

5962       unnataBUBAgaH, utseDaH                   Knap,@               {%s.%} {@Knob,@} q. v. {@2@}

5963       kAzWagraMTi                              Knar, Knarl,@        {%s.%}

5964       DUrtaH, kitavaH, jAlmaH, vaMcakaH, SaWaH, Knave,@              {%s.%}

5965       (karAByAM) mfd                           Knead,@              {%v. t.%}

5966       jAnu                                     Knee,@               {%s.%}

5967       jAnuByAM (avanO)gam                      Kneel,@              {%v. i.%}

5968       pretaGaMwA                               Knell,@              {%s.%}

5969       krIqanakaM, krIqAdravyaM-vastu           Knick-knack,@        {%s.%}

5970       kartarikA, CurikA, CurI, kfpARI,         Knife,@              {%s.%}

5971       sAdin                                    Knight,@             {%s.%}

5972       saM-, graMT                              Knit,@               {%v. t.%}

5973       piMqaH, gaMqaH; graMTiH, parvan          Knob,@               {%s.%}

5974       samA-A-han                               Knock,@              {%v. t.%}

5975       GaMwAM vad                               Knoll,@              {%v. i.%}

5976       graMTiH, baMDanaM, graMTikA, baMDaH, gaMqaH; Knot,@               {%s.%}

5977       jYA                                      Know,@               {%v. t.%}

5978       aMguliparvan                             Knuckle,@            {%s.%}

5979       graMTiH, gaMqaH                          Knurl,@              {%s.%}

5980       viSvaM, jagat                            Kosmos,@             {%s.%}

5981       patraM, aMkapatraM, bIjakaM, lepapatraM  L@}

[Page249]

<L>5981<pc>249<k1>label<k2>label
{@Label,@ {%s.%}

5982       ozWya                                    Labial,@             {%a.%}

5983       daMto(tO)zWya                            Labio-dental,@       {%a.%}

5984       SramaH, pariSramaH, pra-                 Labor (Labour),@     {%s.%}

5985       atigahanaH pradeSaH, dustaraM            Labyrinth,@          {%s.%}

5986       lA(rA)kzA, alaktaH-ktakaH, jatu          Lac,@                {%s.%}

5987       sUtraM, taMtuH, guRaH                    Lace,@               {%s.%}

5988       dF                                       Lacerate,@           {%v. t.%}

5989       kAlAtipAtaH, kAlavyayaH; upekzA          Laches,@             {%s.%}

5990       aSrupravAhin, aSrUtpAdin                 Lachrymal,@          {%a.%}

5991       na DA                                    Lack,@               {%v.%}

5992       aho, haMta, hA, ahaha, bata              Lack-a-day,@         {%interj.%}

5993       DyAnapara-magna, ciMtA-                  Lack-a-daisical,@    {%a.%}

5994       lAkzArasena Cad                          Lacker, Lacquer,@    {%v. t.%}

5995       cewaH, dAsaH, BftyaH, pArzRigrAhaH,      Lackey,@             {%s.%}

5996       saMkzipta, laGu, alpa-mita-              Laconic, -al,@       {%a.%}

5997       kzIrasTAnaM, godugDasTAnaM               Lactary,@            {%s.%}

5998       kzIra-dugDa-dAnaM                        Lactation,@          {%s.%}

5999       kzIrin,                                  Lacteal, Lactean, Lactious,@ {%a.%}

6000       dugDa-kzIra-vAhin                        Lactiferous,@        {%a.%}

6001       dugDamApanayaMtraM, dugDamApanI          Lactometer,@         {%s.%}

6002       bAlaH-lakaH, bawuH, dArakaH, kumAraH-rakaH, Lad,@                {%s.%}

6003       ni(niH)SreRi-RI                          Ladder,@             {%s.%}

6004                                                Lade,@               {%v. t. See%} {@Load.@}

6005       nOBAraH, potasTadravyaM                  Lading,@             {%s.%}

6006       darvi-rvI                                Ladle,@              {%s.%}

6007       dasyuH, jAlmaH, kitavaH                  Ladrone,@            {%s.%}

6008       devI;                                    Lady,@               {%s.%} (As a title)

6009       maMdAyate                                Lag,@                {%v. i.%}

6010       anUpaH, kacCaH, kacCaBUH, jala-          Lagoon,@             {%s.%}

6011                                                Laic, -al,@          {%a. See%} under {@Lay.@}

6012       apriya, jugupsita, bIBatsa               Laidly,@             {%a.%}

6013       (SvApadAnAM) A-ni-layaH, Sayana-         Lair,@               {%s.%}

6014                                                Laity,@              {%s. See%} under {@Lay.@}

6015       kAsAraH, hradaH, sarasI,                 Lake,@               {%s.%} saras {%a.,%}

6016       mezaSAvaH-vakaH, ajASiSuH, meza-         Lamb,@               {%s.%}

6017       lehya                                    Lambative,@          {%a.%}

6018       itastataH vepamAna, lola, kaMpa-         Lambent,@            {%a.%}

6019       KaMja, paMgu (gU                         Lame,@               {%a.%}

6020       kavacaH, AvezwanaM, pawalaM              Lamel, Lamella,@     {%s.%}

6021       vilap                                    Lament,@             {%v.%}

6022       KaMjaH, paMguH                           Lameter, Lamiter,@   {%s.%}

6023       kavacaH-caM, SalkaM, patraM, PalakaH-kaM Lamina,@             {%s.%}

6024       pra-, dIpaH, dIpakaH, dIpikA, daSA-      Lamp,@               {%s.%}

6025       niMdAleKaH, avagItaM, niMdArTo           Lampoon,@            {%s.%}

6026       lomaSa, lomaviSizwa                      Lanate, -ed,@        {%a.%}

6027       prAsaH, kuMtaH, SUlaH -laM, SalyaM, Sakti Lance,@              {%s.%}

6028       SalAkA                                   Lancet,@             {%s.%}

6029                                                Lanch,@              {%v. t. See%} {@Cast.@}

6030                                                Lancinate,@          {%See%} {@Lacerate, Tear.@}

6031       sTalaM;                                  Land,@               {%s.%} (Opposed to sea)

6032       saMkawa-saMbADa-paTaH-mArgaH, kupaTaH    Lane,@               {%s.%}

6033       BAzA, vARI, vAc                          Language,@           {%s.%}

6034       pari-, mlAna, klAMta, glAna, lulita,     Languid,@            {%a.%}

6035       avasad                                   Languish,@           {%v. i.%}

6036       GAta-vaDa-sTAnaM                         Laniary,@            {%s.%}

6037       carmabaMDaH, varatrA                     Lanier,@             {%s.%}

6038       romotpAdin, lomodBavakArin               Laniferous,@         {%a.%}

6039       kfSa, kzAma, kzIRa, kzIRamAMsa-SarIra;   Lank,@               {%a.%}

6040       pracCannadIpaH, sAvezwano dIpaH,         Lantern,@            {%s.%}

6041       lomaSa, lomamaya (yI                     Lanuginous,@         {%a.%}

6042       utsaMgaH, aMkaH, kroqaM                  Lap,@                {%s.%}

6043       SilA-prastara-maya (yI                   Lapidarious,@        {%a.%}

6044       maRikAraH, ratnAjIvaH                    Lapidary,@           {%s.%}

6045       vEdUryaM, asitopalaH, nIlopalaH          Lapis-Lazuli,@       {%s.%}

6046                                                Lappet,@             {%s. See%} {@Lap@} ({@2@}).

6047       kramaH, gati                             Lapse,@              {%s.%}

6048       wiwwiBaH-BakaH, koyazwikaH               Lapwing,@            {%s.%}

6049       kula-gfha-devatA                         Lar,@                {%s.%}

6050       nOvAmaBAgaH                              Larboard,@           {%s.%}

6051       cOryaM, steyaM;                          Larceny,@            {%s.%}

6052       SUkaravasA-medas                         Lard,@               {%s.%}

6053       BakzyamAMsAgAraM, BojanAgAraM            Larder,@             {%s.%}

6054       viSAla, pfTu, bfhat,                     Large,@              {%a.%} (In size)

6055       dAnaM, vitaraRaM, pAritozikaM, upAya-    Largess,@            {%s.%}

6056       BA (Ba) radvAjaH, vyAGrAwaH, BArayaH     Lark,@               {%s.%}

6057       AsannaBayasUcanA-GozaRA                  Larum,@              {%s.%}

6058       kIwaH, kIwaqiMBaH                        Larva,@              {%s.%}

6059       kaMWanAlaH-lI, kfkaH                     Larynx,@             {%s.%}

6060       nAvikaH, potavAhaH                       Lascar,@             {%s.%}

6061       kAmuka, kAmin, ratArTin,                 Lascivious,@         {%a.%}

6062       kaSA, pratizkaSaH-zaH, carmarajju        Lash,@               {%s.%}

6063       taruRI, kanyA, bAlA, kumArikA,           Lass,@               {%s.%}

6064       KedaH, klamaH, glAni                     Lassitude,@          {%s.%}

6065       pASaH, pASabaMDaH-rajju                  Lasso,@              {%s.%}

6066       aMtya, aMtima, avara, avatarama, carama, Last,@               {%a.%}

6067       argalA-laM, vizkaMBaH, argalAbaMDaH,     Latch,@              {%s.%}

6068       pAdukAbaMDanI                            Latchet,@            {%s.%}

6069       vilaMbena Agata                          Late,@               {%a.%}

6070       ni-, lIna, gUQa, Canna, gupta, adfzwa,   Latent,@             {%a.%}

6071       pArSvIya, pArSvasTa, pArSvika            Lateral,@            {%a.%}

6072       sUkzmakAzWaM-dAru, tanuPalakaH-kaM       Lath,@               {%s.%}

6073       kuMdaH-daM, BramaH-mi                    Lathe,@              {%s.%}

6074       aMjanaPenaH, mArjanatElaPenaH            Lather,@             {%s.%}

6075       pfTu-viSAla-parRa                        Latifolious,@        {%a.%}

6076       akzaH                                    Latitude,@           {%s.%}

6077       rIti                                     Latten,@             {%s.%}

6078       uttara, apara, para, avara, anya,        Latter,@             {%a.%}

6079       jAlamArgaH, gavAkzaH, jAlaM, gavAkza-    Lattice,@            {%s.%}

6080       praSaMs                                  Laud,@               {%v. t.%}

6081       has                                      Laugh,@              {%v. i.%}

6082       (nAvaM jale                              Launch,@             {%v. t.%}

6083       rajakaBAryA, nirRe-                      Laundress, Launder,@ {%s.%}

6084       nAralaM (?);                             Laurel,@             {%s.%}

6085       AgneyodgAraH                             Lava,@               {%s.%}

6086       kzal                                     Lave,@               {%v. t.%}

6087       atityAgin, ativyayin, vyaya-             Lavish,@             {%a.%}

6088       DarmaH, smfti                            Law@                 {%s.%}

6089       tfRaBUmi                                 Lawn,@               {%s.%}

6090       SiTila, SlaTa, srasta, vigalita          Lax,@                {%a.%}

6091       DA                                       Lay,@                {%v. t.%}

6092       staraH; AstaraH-raRaM, PalakaH-kaM       Layer,@              {%s.%}

6093       kuzWin                                   Lazar,@              {%s.%}

6094       alasa, taMdrila, jaqa, maMda, maMTara, taM- Lazy,@               {%a.%}

6095                                                Lea,@                {%s. See%} {@Lawn@} (1).

6096       sIsaM, sIsakaM, nAgaM, yogezwaM, vapraM; Lead,@               {%s.%}

6097       pAWin                                    Lead-wort,@          {%s.%}

6098       patraM, parRaM, CadaH, dalaH-laM, palASaM, Leaf,@               {%s.%}

6099       saMDiH, sAhityaM, saMGAtaH, EkyaM,       League,@             {%s.%}

6100       CidraM, raMDraM, saMDiH                  Leak,@               {%s.%}

6101       kfSa, pari-, kzAma-kzIRa, avasanna, tanu, Lean,@               {%a.%}

6102       plu                                      Leap,@               {%v. i.%}

6103       Sikz                                     Learn,@              {%v. i.%}

6104       pawwaH, pawwolikA                        Lease,@              {%s.%}

6105                                                Leasing,@            {%s. See%} {@Falsehood.@}

6106       carmabaMDaH, carmarajju                  Leash,@              {%s.%}

6107       aRu, alpa, stoka, atyalpa, alpizWa,      Least,@              {%a.%}

6108       parizkftaM carma;                        Leather,@            {%s.%}

6109       anujYA-jYAnaM, anumati                   Leave,@              {%s.%}

6110       kiRvaM, nagnahUH, kArottaraH, maMqaH-qaM Leaven,@             {%s.%}

6111       laMpawaH, kAmAsaktaH, kAmukaH, strI-     Leacher,@            {%s.%}

6112       pAWaH                                    Lection,@            {%s.%}

6113       prapAWaH, vyAKyAnaM, SAsanaM, A-         Lecture,@            {%s.%}

6114       kawakaH-kaM, kUwaM                       Ledge,@              {%s.%}

6115       (bfhat) gaRanApustakaM                   Ledger,@             {%s.%}

6116       nirvAtasTAnaM-deSaH                      Lee,@                {%s.%}

6117       raktapA, jalO (lU) kA, jalOkasaH         Leech,@              {%s.%}

6118       kaMdaH-daM                               Leek,@               {%s.%}

6119       kawAkzaH, dfzwivikzepaH, dfkpAtaH, arDa- Leer,@               {%s.%}

6120       malaM, kiwwaM, ucCizwaM                  Lees,@               {%s.%}

6121       vAma, savya, dakziRetara;                Left,@               {%a.%}

6122       jaMGA, prasftA, pAdaH;                   Leg,@                {%s.%}

6123       uttaradAnaM, mftyuleKArpitadAnaM         Legacy,@             {%s.%}

6124       Darmya, nyAyya, smArta                   Legal,@              {%a.%}

6125       dUtaH, praRiDiH                          Legate,@             {%s.%}

6126       mftarikTaBAgin                           Legatee,@            {%s.%}

6127       kaTA, upAKyAnaM, AKyAyikA,               Legend,@             {%s.%}

6128       hastalAGavaM-cApalyaM                    Leger-de-main,@      {%s.%}

6129       vyaktAkzara, suvAcya, nirvAcya,          Legible,@            {%a.%}

6130       camUH, senA, vAhinI;                     Legion,@             {%s.%}

6131       vyavasTAM vi-DA                          Legislate,@          {%v. i.%}

6132       nyAyya, Darmya, ucita, yaTA-             Legitimate,@         {%a.%}

6133       SamI, SiMbA, mudgaH,                     Legume, Legumen,@    {%s.%}

6134       avasaraH, avakASaH, viSrAmaH,            Leisure,@            {%s.%}

6135       jaMbI(bi)raH, jaMBaH, jaMBIraH, jaM-     Lemon,@              {%s.%}

6136       jaMbIrarasaH                             Lemonade,@           {%s.%}

6137                                                Lemures,@            {%s. See%} {@Devil.@}

6138       AvihitakAlAt                             Lend,@               {%v. t.%} (

6139                                                Length, -en,@        {%See%} under {@Long.@}

6140       sOmya, mfdu, atIkzRa, komala,            Lenient,@            {%a.%}

6141       kAcaH;                                   Lens,@               {%s.%}

6142       masUropama                               Lenticular,@         {%a.%}

6143       yavAkfti, yavarUpa                       Lentiform,@          {%a.%}

6144       jawu(qu)laH, kAlakaH, pipluH             Lentigo,@            {%s.%}

6145       masu(sU)raH-rA                           Lentil,@             {%s.%}

6146       sAMdra, SyAna, Gana                      Lentous,@            {%a.%}

6147       siMhaH, siMharASiH                       Leo,@                {%s.%}

6148       citrakaH, citravyAGraH                   Leopard,@            {%s.%}

6149       kuzWin                                   Leper,@              {%s.%}

6150       apakAraH, pIqA, kzati                    Lesion,@             {%s.%}

6151       nyUna, Una, alpatara, alpIyas, kzudratara, Less,@               {%a.%}

6152       pawwolikADArin                           Lessee,@             {%s.%}

6153       pAWaH, aDyAyaH                           Lesson,@             {%s.%}

6154       nocet, anyaTA;                           Lest,@               {%conj.%}

6155       anu-jYA                                  Let,@                {%v. t.%}

6156                                                Lethal,@             {%a. See%} {@Deadly@} under {@Die@}

6157       jAqyaM, maMdatA, nidrAlutA, A-           Lethargy,@           {%s.%}

6158       vismfti                                  Lethe,@              {%s.%}

6159       akzaraM, varRaH;                         Letter,@             {%s.%}

6160       haritakaM, SigruH                        Lettuce,@            {%s.%}

6161       pUrvadeSaja, prAgBava, pOrastya, pUrva-  Levant,@             {%a.%}

6162       rAjadarSanaM, rAjadarSanamelA, darSakamelA Levee,@              {%s.%}

6163       sama, samasTa, sapAwa, samareKa, samaBU- Level,@              {%a.%}

6164       uttolanadaMqaH; tulAyaMtraM              Lever,@              {%s.%}

6165       SaSaSiSuH-SAvakaH                        Leveret,@            {%s.%}

6166       timiH, timiMgalaH                        Leviathan,@          {%s.%}

6167       cUrR                                     Levigate,@           {%v. t.%}

6168       laGUkf                                   Levitate,@           {%v. t.%}

6169       yAjakIya, purohitasaMbaMDin              Levitical,@          {%a.%}

6170       laGutA, lAGavaM, laGiman                 Levity,@             {%s.%}

6171       samA-hf                                  Levy,@               {%v. t.%} (Forces)

6172       kAmuka, kAmavaSa, suratArTin, laMpawa,   Lewd,@               {%a.%}

6173       koSaH-zaH; aBiDAnaM, SabdasaMgrahaH-     Lexicon,@            {%s.%}

6174       yogya, aDIna, arha, vaSa                 Liable,@             {%a.%}

6175       saMbaMDaH, premabaMDaH                   Liaison,@            {%s.%}

6176                                                Liar,@               {%s. See%} under {@Lie.@}

6177       udaka-dAnaM-taparRaM-pAtanaM-nizekaH,    Libation,@           {%s.%}

6178       pari(rI)vAdaleKaH, apavAda-niMdA-        Libel,@              {%s.%}

6179       udAra, vadAnya, dAnaSIla, akfpaRa,       Liberal,@            {%a.%}

6180       muc                                      Liberate,@           {%v. t.%}

6181       KaMqitavftta, vyasanin, kAma-            Libertine,@          {%a.%}

6182       svADInatA, svavaSatA, svataMtratA,       Liberty,@            {%s.%}

6183                                                Libidinous,@         {%a. See%} {@Lustful.@}

6184       tulA, tulArASiH                          Libra,@              {%s.%}

6185       pustakasaMgrahaH-samUhaH, graMTasamudAyaH- Library,@            {%s.%}

6186       anujYA, anumati                          License,@            {%s.%}

6187       aniyaMtraRa, nirmaryAda, svecCA-         Licentious,@         {%a.%}

6188       sUkarI, sUkarAkrAMtA, SilAvalkA          Lichen,@             {%s.%}

6189       lih                                      Lick,@               {%v. t.%}

6190       yazwimaDu                                Licorice,@           {%s.%}

6191       piDAnaM, AcCAdanaM, AvaraRaM, pawalaM,   Lid,@                {%s.%}

6192       asatyaM, anftaM, vitaTaM, ataTyaM,       Lie,@                {%s.%}

6193       anftaM-miTyA-asatyaM-vad                 Lie,@                {%v. i.%}

6194       kAmaM, pra-ni-kAmaM, kAmataH, icCA-      Lief,@               {%adv.%}

6195       praBuH, svAmin                           Liege,@              {%s.%}

6196       AvihitakAla                              Lien,@               {%s.%}

6197       atisAraH, AmAtisAraH                     Lientery,@           {%s.%}

6198       sTAnaM, BUmi                             Lieu,@               {%s.%}

6199       jIvanaM, jIvitaM, prARaDAraRaM, asu-     Life,@               {%s.%}

6200       unnam                                    Lift,@               {%v. t.%}

6201       baMDaH, baMDanaM, pASaH, nigaqaH,        Ligament,@           {%s.%}

6202       baMDanaM, vezwanaM, pari-                Ligature,@           {@Ligation,@} {%s.%}

6203       laGu                                     Light,@              {%a.%}

6204       prakASaH, AlokaH, BA, praBA, ABA,        Light,@              {%s.%}

6205       kAzWa-dAru-maya (yI                      Ligneous,@           {%a.%}

6206       kAzWada, dAruprada                       Ligniferous,@        {%a.%}

6207       kAzWarUpa, kAzWAkfti                     Ligniform,@          {%a.%}

6208       sadfSa                                   Like,@               {%a.%}

6209       nalinI, utpalaM, kumudaM, padmaM;        Lily,@               {%s.%}

6210       mArjanaM, lohamArjanena GarzaRaM         Limation,@           {%s.%}

6211       lohacUrRaM, lohajaM                      Limature,@           {%s.%}

6212       aMgaM, avayavaH,                         Limb,@               {%s.%}

6213       mfdu, komala, SiTila, adfQa,             Limber,@             {%a.%}

6214       narakaH, nirayaH                         Limbo,@              {%s.%}

6215       jaMbIraH;                                Lime,@               {%s.%} (Tree)

6216       avaDiH, maryAdA, sImA, sIman             Limit,@              {%s.%}

6217       nIcajanaH, apasadaH                      Limmer,@             {%s.%}

6218       liK                                      Limn,@               {%v. t.%}

6219       sakardama, paMkila                       Limous,@             {%a.%}

6220       KaMj                                     Limp,@               {%v. i.%}

6221       svacCa, prasanna, vimala, svacCatoya,    Limpid,@             {%a.%}

6222       palvalaM, taqAgaH-gaM, jalASayaH         Lin,@                {%s.%}

6223       akzAgrakIlaH, a(A)RiH,                   Linch@               {@-pin,@} {%s.%}

6224       avalehaH, lehyaM                         Lincture,@           {%s.%}

6225       re (le) KA, rezA                         Line,@               {%s.%}

6226       kzOmaM, kzOmapawaH-vastraM; SARapawaH-vastraM; Linen,@              {%s.%}

6227       vi-laMb                                  Linger,@             {%v. i.%}

6228       DAtu-loha-piMqaH                         Linget,@             {%s.%}

6229       mUrDanya, mUrDasTAnIya                   Lingual,@            {%a.%}

6230       jihvAkfti, jihvArUpa                     Linguiform,@         {%a.%}

6231       BAzAkovidaH, SAbdikaH, Sabda-            Linguist,@           {%s.%}

6232       pra-A-vi-lepaH-panaM, upadehaH,          Liniment,@           {%s.%}

6233       saMDiH, graMTiH                          Link,@               {%s.%}

