Entry No   Transliteration                          Word Info            Definition
1443       makararASiH, makaraH                     Capricorn,@          {%s.%}

1444                                                Capsize,@            {%See%} {@Overturn.@}

1445       cakrayaMtraM                             Capstan,@            {%s.%}

1446       bIjakozaH, puwaH-waM                     Capsule,@            {%s.%}

1447       sEnAnIH, gulmapatiH, daMqanAyakaH        Captain,@            {%s.%}

1448       lokaraMjanaM, janaSlAGAsevanaM           Captation,@          {%s.%}

1449       niroGaH, AseDaH                          Caption,@            {%s.%}

1450       dozEkadfS, CidrAnvezin                   Captious,@           {%a.%}

1451       muh                                      Captivate,@          {%v. t.%}

1452       baMdI, baMdi                             Captive,@            {%s.%}

1453       jetf                                     Captor,@             {%s.%}

1454       grah                                     Capture,@            {%v. t.%}

1455       raTaH, vAhanaM, cakrayAnaM, pravahaRaM;  Car,@                {%s.%}

1456       tiryakplutaM, vakra-kuwila-gati          Caracole,@           {%s.%}

1457       sArTaH, saMGaH;                          Caravan,@            {%s.%}

1458       visPowaH; valmIkaM                       Carbuncle,@          {%s.%}

1459       muktAvali                                Carcanet,@           {%s.%}

1460       SavaH-vaM, kuRapaH, mftaM SarIraM        Carcass,@            {%s.%}

1461       patraM; krIqApatraM                      Card,@               {%s.%}

1462       elA, vizkuwi-wI                          Cardamom,@           {%s.%}

1463       tejaskara, dIpaka, agnida                Cardiac,@            {%a.%}

1464       praDAna;                                 Cardinal,@           {%a.%}

1465       ciMtA, OtsukyaM, udvegaH;                Care,@               {%s.%}

1466       caryA; DAvanaM                           Career,@             {%s.%}

1467       parAmfS                                  Caress,@             {%v. t.%}

1468       kAkapadaM, haMsapAdAkfti cihnaM          Caret,@              {%s.%}

1469       potaBAraH, potasTaM dravyaM-BAMqaM       Cargo,@              {%s.%}

1470       hAsajanakaM citraM, hAsyacitraM          Caricature,@         {%s.%}

1471       laGuSakawaH, anAvfta                     Cariole, Carriole,@  {%s.%}

1472       galita, kzIRa, pUyapUrRa                 Carious,@            {%s.%}

1473       ciMtAkula                                Cark,@               {%v. i.%}

1474       durvfttaH; grAmyaH avinItaH;             Carle,@              {%s.%}

1475       vAyunASin, agnida, agni-                 Carminative,@        {%a.%}

1476       jatujaraMgaH                             Carmine,@            {%s.%}

1477       vaDaH, viSasanaM, saMhAraH, hatyA        Carnage,@            {%s.%}

1478       kAyika-SArIrika                          Carnal,@             {%a.%}

1479       mAMsavarRaH; lohitavarRaH                Carnation,@          {%s.%}

1480       tumulotsavaH                             Carnival,@           {%s.%}

1481       kravyAd, mAMsaBuj, piSi-                 Carnivorous,@        {%a.%}

1482       gaMqaH; medograMTiH                      Carnosity,@          {%s.%}

1483       krIqAraTaH, cAturaM                      Caroche,@            {%s.%}

1484       harza-AnaMda-gItaM                       Carol,@              {%s.%}

1485       atipAnaM kf                              Carouse,@            {%v. i.%}

1486       SaParI, prozWaH-zWI                      Carp,@               {%s.%}

1487       takzakaH, sUtraDAraH, sTakAraH,          Carpenter,@          {%s.%}

1488       kuTaH-TA, AstaraRaM;                     Carpet,@             {%s.%}

1489       pUtimAMsaM, aKAdyamAMsaM; kuRapaH        Carrion,@            {%s.%}

1490       vah                                      Carry,@              {%v. t.%}

1491       SakawaH-waM, SAkazwikA, vAhanaM, pravahaRaM, Cart,@               {%s.%}

1492       BojanapatrikA                            Carte,@              {%s.%}

1493       yudDAhvAnapatraM                         Cartel,@             {%s.%}

1494       komalAsTi                                Cartilage,@          {%s.%}

1495       BUmyAleKya-kalA-vfttiH                   Carto-graphy,@       {%s.%}

1496       citritapawaH, vicitramAleKyaM, hA-       Cartoon,@            {%s.%}

1497       gaMqaH, mAMsapiMqaH                      Caruncle,@           {%s.%}

1498       niHsaMjYatA                              Carus,@              {%s.%}

1499       kF                                       Carve,@              {%v. t.%}

1500       prapAtaH, prasravaRaM, vAripravAhaH, ni  Cascade,@            {%s.%}

1501       avasTA, BAvaH, daSA, sTiti               Case,@               {%s.%}

1502       gavAkzaH, vAtAyanaM, jAlaM               Casement,@           {%s.%}

1503       waMkaH, mudrA, nARakaM                   Cash,@               {%s.%}

1504       aDikArAd BraMS                           Cashier,@            {%v. t.%}

1505       BAMqa, BAjanaM, pAtraM                   Cask,@               {%s.%}

1506       samudgakaH, BAMqaM, maMjUzA, karaMqakaH, Casket,@             {%s.%}

1507       SirastrARaM, SiraskaM                    Casque,@             {%s.%}

1508       kzip                                     Cast,@               {%v. t.%}

1509       varRaH, jAti                             Caste,@              {%s.%}

1510       daMq                                     Castigate,@          {%v. t.%}

1511       durgaM, kowaH,                           Castle,@             {%s.%}

1512       eraMqatElaM                              Castor-oil,@         {%s.%}

1513       vfzaRO kft                               Castrate,@           {%v. t.%}

1514       SyenaH                                   Castrei,@            {%s.%}

1515       atarkita, aciMtita Akasmika-             Casual,@             {%a.%}

1516       DarmADarmavicArakaH                      Casuist,@            {%s.%}

1517       mArjAraH, biqAlaH, otuH, AKuBuj          Cat,@                {%s.%}

1518       pfTvIplAvaH, BUtasaMplavaH               Cataclysm,@          {%s.%}

1519       aMtarBOmaM, SmaSAnaM                     Catacomb,@           {%s.%}

1520       apasmAraH, grahAmayaH                    Catalepsis,@         {%s.%}

1521       apasmAraH, grahAmayaH                    Catalepsy,@          {%s.%}

1522       parisaMKyA, parigaRanA;                  Catalogue,@          {%s.%}

1523       pralepaH, usanAhaH                       Cataplasm,@          {%s.%}

1524       goPaRA                                   Catapult,@           {%s.%}

1525       nirJaraH, prapAtaH, prasravaRaM, utsaH   Cataract,@           {%s.%}

1526       aBizyaMdaH                               Catarrh,@            {%s.%}

1527       pariRAmaH, nirvAhaH, nirvahaRaM          Catastrophe,@        {%s.%}

1528       Df                                       Catch,@              {%v. t.%}

1529       daMqa-yazwi-DaraH; rAjapuruzaH           Catchpole,@          {%s.%}

1530       praSnottaraM, sapraSnottaraH pAWaH       Catechism,@          {%s.%}

1531       KadirasAraH                              Catechu,@            {%s.%}

1532       navaSizyaH-CAtraH                        Catechumen,@         {%s.%}

1533       padArTaH                                 Category,@           {%s.%}

1534       saMbaMDaH, anvayaH, parasparAnvayaH      Catenation,@         {%s.%}

1535       BojanAdi pari-upa-kxp                    Cater,@              {%v. i.%}

1536       kozakAraH-vAsin                          Caterpillar,@        {%s.%}

1537       svAdvannaM, viSizwAnnaM                  Cates,@              {%s.%}

1538       purItat nirmitA taMtrI, taMtu            Catgut,@             {%s.%}

1539       recakaM, recanaM, udaraSoDanaM           Cathartic,@          {%s.%}

1540       mahAmaMdiraM, mahatA pUjASAlA            Cathedral,@          {%s.%}

1541       sarvasAmAnya, sADAraRa                   Catholic,@           {%a.%}

1542       gAvaH                                    Cattle,@             {%s.%}

1543       lAMgulIya                                Caudal,@             {%s.%}

1544       Sirovezwana                              Caul,@               {%s.%}

1545                                                Cauldron,@           {%s. See%} {@Caldron.@}

1546       kAraRaM                                  Cause,@              {%s.%}

1547       vArtA, janapravAdaH                      Causerie,@           {%s.%}

1548       setuH, DaraRaM                           Causeway,@           {%s.%}

1549       dAhaka, tigma, praKara                   Caustic,@            {%a.%}

1550       daha                                     Cauterize,@          {%v. t.%}

1551       dakzatA, sAvaDAnatA, apramAdaH,          Caution,@            {%s.%}

1552       sAdiyAtrA, aSvArohaSreRI                 Cavalcade,@          {%s.%}

1553       aSvArohaH, sAdin                         Cavalier,@           {%s.%}

1554       guhA, darI, gahvaraM, kaMdaraH-          Cave, Cavern,@       {%s.%}

1555       prAksUcanaM; nizeDaH                     Caveat,@             {%s.%}

1556       miTyA niMd                               Cavil,@              {%v. i.%}

1557       raMDraM, CidraM, vivaraM, bilaM, KAtaM   Cavity,@             {%s.%}

1558       viram                                    Cease,@              {%v. i.%}

1559       aMDatA, timiraM                          Cecity,@             {%s.%}

1560       devadAruH                                Cedar,@              {%s.%}

1561       utsfj                                    Cede,@               {%v. t.%}

1562                                                Cedrate,@            {%s. See%} {@Citron.@}

1563       vitAnaM, aMtaHpawalaM, pawalaM, aMta-    Ceiling,@            {%s.%}

1564       praSaMs                                  Celebrate,@          {%v. t.%}

1565       vegaH, javaH, tvarA                      Celerity,@           {%s.%}

1566       divya, amartya, svargIya, divija;        Celestial,@          {%a.%}

1567       anudvAhaH, adAraparigrahaH, a-           Celibacy,@           {%s.%}

1568       bilaM, raMDraM, CidraM                   Cell,@               {%s.%}

1569       BUmigfhaM, gupti                         Cellar,@             {%s.%}

1570                                                Celsitude,@          {%s. See%} {@Height.@}

1571       lepaH, suDA                              Cement,@             {%s.%}
